Hash,HashNeedThis,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,ProductDepartment,LaunchSeason,SeasonsCarried,ProductType,ProductSubtype,ProductDetails,ProductClass,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,ColorwaySKU7,Size0,Size1,Size2,Size3,Size4,Size5,Size6,Size7,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,LineList,primaryImageURL,thumbURL,imageURL0,imageURL1,imageURL2,imageURL3,imageURL4,imageURL5,imageURL6,imageURL7,imageURL8,imageURL9,imageURL10
50031-00006,50031-00006,"Bike, Moto",SP23,STRATA 2 JUNIOR,Goggle,Goggles,Hard Goods,SP22,"SP23, FA22, SP22",Goggle System,Clear,,,Fletcher,TRUE,TRUE,50031-00006,50031-00006,,,,,,,,OS,,,,,,,,25,35,CN,"50.65% Thermoplastic Polyurethane (TPU)
20.39% Polyamide Nylon
11.8% Polycarbonate (PC)
6.93% Polyester
6.8% Elastane
3.43% Polyether/Fleece",The Strata 2 Jr. Goggle. Ride with the big boys without emptying your parent’s wallet. The Strata 2 Jr. packs the same great features as its full-sized big brother with a fit that’s spot on for younger riders.,"- Improved fitment and seal with increased field of view
- Supports triple post tear-offs for secure fitment
- Ultra-thick double layer face foam manages sweat
- 40mm wide silicone coated strap keeps goggles in place
- 9-point lens retention system secures lens in frame
- Anti-fog coated polycarbonate lens for clear vision
- Accuri 2/Strata 2 utilize same lens and tear-offs","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=a65dcd89-f23d-42bc-ab28-094850120bd3,https://fs.amplifi.io//file?id=a65dcd89-f23d-42bc-ab28-094850120bd3&variant=thumb&extension=png,https://fs.amplifi.io//file?id=a65dcd89-f23d-42bc-ab28-094850120bd3,,,,,,,,,,
50032-00001,50032-00001,"Bike, Moto",SP23,STRATA 2 JUNIOR,Goggle,Goggles,Hard Goods,SP22,"SP23, FA22, SP22",Goggle System,Mirror,,,Black,TRUE,TRUE,50032-00001,50032-00001,,,,,,,,OS,,,,,,,,35,45,CN,"50.65% Thermoplastic Polyurethane (TPU)
20.39% Polyamide Nylon
11.8% Polycarbonate (PC)
6.93% Polyester
6.8% Elastane
3.43% Polyether/Fleece",The Strata 2 Jr. Goggle. Ride with the big boys without emptying your parent’s wallet. The Strata 2 Jr. packs the same great features as its full-sized big brother with a fit that’s spot on for younger riders.,"- Improved fitment and seal with increased field of view
- Supports triple post tear-offs for secure fitment
- Ultra-thick double layer face foam manages sweat
- 40mm wide silicone coated strap keeps goggles in place
- 9-point lens retention system secures lens in frame
- Anti-fog coated polycarbonate lens for clear vision
- Accuri 2/Strata 2 utilize same lens and tear-offs","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=8a689aa3-8432-44a3-907c-2356fee00ed6,https://fs.amplifi.io//file?id=8a689aa3-8432-44a3-907c-2356fee00ed6&variant=thumb&extension=png,https://fs.amplifi.io//file?id=8a689aa3-8432-44a3-907c-2356fee00ed6,,,,,,,,,,
50032-00002,50032-00002,"Bike, Moto",SP23,STRATA 2 JUNIOR,Goggle,Goggles,Hard Goods,SP22,"SP23, FA22, SP22",Goggle System,Mirror,,,Blue,TRUE,TRUE,50032-00002,50032-00002,,,,,,,,OS,,,,,,,,35,45,CN,"50.65% Thermoplastic Polyurethane (TPU)
20.39% Polyamide Nylon
11.8% Polycarbonate (PC)
6.93% Polyester
6.8% Elastane
3.43% Polyether/Fleece",The Strata 2 Jr. Goggle. Ride with the big boys without emptying your parent’s wallet. The Strata 2 Jr. packs the same great features as its full-sized big brother with a fit that’s spot on for younger riders.,"- Improved fitment and seal with increased field of view
- Supports triple post tear-offs for secure fitment
- Ultra-thick double layer face foam manages sweat
- 40mm wide silicone coated strap keeps goggles in place
- 9-point lens retention system secures lens in frame
- Anti-fog coated polycarbonate lens for clear vision
- Accuri 2/Strata 2 utilize same lens and tear-offs","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=050b8ec8-1a4b-428d-9eb3-d5a5b30a7eef,https://fs.amplifi.io//file?id=050b8ec8-1a4b-428d-9eb3-d5a5b30a7eef&variant=thumb&extension=png,https://fs.amplifi.io//file?id=050b8ec8-1a4b-428d-9eb3-d5a5b30a7eef,,,,,,,,,,
50032-00003,50032-00003,"Bike, Moto",SP23,STRATA 2 JUNIOR,Goggle,Goggles,Hard Goods,SP22,"SP23, FA22, SP22",Goggle System,Mirror,,,Fluo/Yellow,TRUE,TRUE,50032-00003,50032-00003,,,,,,,,OS,,,,,,,,35,45,CN,"50.65% Thermoplastic Polyurethane (TPU)
20.39% Polyamide Nylon
11.8% Polycarbonate (PC)
6.93% Polyester
6.8% Elastane
3.43% Polyether/Fleece",The Strata 2 Jr. Goggle. Ride with the big boys without emptying your parent’s wallet. The Strata 2 Jr. packs the same great features as its full-sized big brother with a fit that’s spot on for younger riders.,"- Improved fitment and seal with increased field of view
- Supports triple post tear-offs for secure fitment
- Ultra-thick double layer face foam manages sweat
- 40mm wide silicone coated strap keeps goggles in place
- 9-point lens retention system secures lens in frame
- Anti-fog coated polycarbonate lens for clear vision
- Accuri 2/Strata 2 utilize same lens and tear-offs","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=0e582b3d-d467-4cc9-a377-b45b47d7cf18,https://fs.amplifi.io//file?id=0e582b3d-d467-4cc9-a377-b45b47d7cf18&variant=thumb&extension=png,https://fs.amplifi.io//file?id=0e582b3d-d467-4cc9-a377-b45b47d7cf18,,,,,,,,,,
50032-00004,50032-00004,"Bike, Moto",SP23,STRATA 2 JUNIOR,Goggle,Goggles,Hard Goods,SP22,"SP23, FA22, SP22",Goggle System,Mirror,,,Red,TRUE,TRUE,50032-00004,50032-00004,,,,,,,,OS,,,,,,,,35,45,CN,"50.65% Thermoplastic Polyurethane (TPU)
20.39% Polyamide Nylon
11.8% Polycarbonate (PC)
6.93% Polyester
6.8% Elastane
3.43% Polyether/Fleece",The Strata 2 Jr. Goggle. Ride with the big boys without emptying your parent’s wallet. The Strata 2 Jr. packs the same great features as its full-sized big brother with a fit that’s spot on for younger riders.,"- Improved fitment and seal with increased field of view
- Supports triple post tear-offs for secure fitment
- Ultra-thick double layer face foam manages sweat
- 40mm wide silicone coated strap keeps goggles in place
- 9-point lens retention system secures lens in frame
- Anti-fog coated polycarbonate lens for clear vision
- Accuri 2/Strata 2 utilize same lens and tear-offs","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=50bdbca2-1f87-4012-9010-022a4cb84785,https://fs.amplifi.io//file?id=50bdbca2-1f87-4012-9010-022a4cb84785&variant=thumb&extension=png,https://fs.amplifi.io//file?id=50bdbca2-1f87-4012-9010-022a4cb84785,,,,,,,,,,
50032-00005,50032-00005,"Bike, Moto",SP23,STRATA 2 JUNIOR,Goggle,Goggles,Hard Goods,SP22,"SP23, FA22, SP22",Goggle System,Mirror,,,Orange,TRUE,TRUE,50032-00005,50032-00005,,,,,,,,OS,,,,,,,,35,45,CN,"50.65% Thermoplastic Polyurethane (TPU)
20.39% Polyamide Nylon
11.8% Polycarbonate (PC)
6.93% Polyester
6.8% Elastane
3.43% Polyether/Fleece",The Strata 2 Jr. Goggle. Ride with the big boys without emptying your parent’s wallet. The Strata 2 Jr. packs the same great features as its full-sized big brother with a fit that’s spot on for younger riders.,"- Improved fitment and seal with increased field of view
- Supports triple post tear-offs for secure fitment
- Ultra-thick double layer face foam manages sweat
- 40mm wide silicone coated strap keeps goggles in place
- 9-point lens retention system secures lens in frame
- Anti-fog coated polycarbonate lens for clear vision
- Accuri 2/Strata 2 utilize same lens and tear-offs","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=e70c4c9c-fcb5-427c-8879-28ef49ea25a8,https://fs.amplifi.io//file?id=e70c4c9c-fcb5-427c-8879-28ef49ea25a8&variant=thumb&extension=png,https://fs.amplifi.io//file?id=e70c4c9c-fcb5-427c-8879-28ef49ea25a8,,,,,,,,,,
50032-00006,50032-00006,"Bike, Moto",SP23,STRATA 2 JUNIOR,Goggle,Goggles,Hard Goods,SP22,"SP23, FA22, SP22",Goggle System,Mirror,,,Fletcher,TRUE,TRUE,50032-00006,50032-00006,,,,,,,,OS,,,,,,,,35,45,CN,"50.65% Thermoplastic Polyurethane (TPU)
20.39% Polyamide Nylon
11.8% Polycarbonate (PC)
6.93% Polyester
6.8% Elastane
3.43% Polyether/Fleece",The Strata 2 Jr. Goggle. Ride with the big boys without emptying your parent’s wallet. The Strata 2 Jr. packs the same great features as its full-sized big brother with a fit that’s spot on for younger riders.,"- Improved fitment and seal with increased field of view
- Supports triple post tear-offs for secure fitment
- Ultra-thick double layer face foam manages sweat
- 40mm wide silicone coated strap keeps goggles in place
- 9-point lens retention system secures lens in frame
- Anti-fog coated polycarbonate lens for clear vision
- Accuri 2/Strata 2 utilize same lens and tear-offs","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=858fa85a-3318-4d80-ae94-7be004dd82e8,https://fs.amplifi.io//file?id=858fa85a-3318-4d80-ae94-7be004dd82e8&variant=thumb&extension=png,https://fs.amplifi.io//file?id=858fa85a-3318-4d80-ae94-7be004dd82e8,,,,,,,,,,
50033-00001,50033-00001,"Bike, Moto",SP23,STRATA MINI,Goggle,Goggles,Hard Goods,SP22,"SP23, FA22, SP22",Goggle System,Clear,,,Black,TRUE,TRUE,50033-00001,50033-00001,,,,,,,,OS,,,,,,,,17,27,CN,"44.62% Thermoplastic Polyurethane (TPU)
24.36% Polyamide Nylon
12.19% Polycarbonate (PC)
8.28% Polyester
8.12% Elastane
2.44% Polyether",The Strata Mini Goggle. Ride with the big boys without emptying your parent’s wallet. The Strata Mini packs the same great features as its full-sized big brother with a fit that’s spot on for younger riders. Complete protection with excellent field of vision for today’s mini rider.,"- Fitment: Curvature suited for comfort and specifically developed for children.
- Foam: Comfortable, Single-Layered face foam soaks up sweat
- Frame: Constructed out of flexible yet durable urethane featuring combined matte & gloss finish.
- Lens: Anti-fog, scratch resistant polycarbonate lens for unimpaired vision.
- Strap: 35mm silicon coated strap holds your goggles in place","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=34d5c985-637c-4d18-8c48-54fa0c209121,https://fs.amplifi.io//file?id=34d5c985-637c-4d18-8c48-54fa0c209121&variant=thumb&extension=png,https://fs.amplifi.io//file?id=9f14f8bf-63a6-4a01-8daf-1ff0a195f0b0,https://fs.amplifi.io//file?id=34d5c985-637c-4d18-8c48-54fa0c209121,,,,,,,,,
50033-00002,50033-00002,"Bike, Moto",SP23,STRATA MINI,Goggle,Goggles,Hard Goods,SP22,"SP23, FA22, SP22",Goggle System,Clear,,,Red,TRUE,TRUE,50033-00002,50033-00002,,,,,,,,OS,,,,,,,,17,27,CN,"44.62% Thermoplastic Polyurethane (TPU)
24.36% Polyamide Nylon
12.19% Polycarbonate (PC)
8.28% Polyester
8.12% Elastane
2.44% Polyether",The Strata Mini Goggle. Ride with the big boys without emptying your parent’s wallet. The Strata Mini packs the same great features as its full-sized big brother with a fit that’s spot on for younger riders. Complete protection with excellent field of vision for today’s mini rider.,"- Fitment: Curvature suited for comfort and specifically developed for children.
- Foam: Comfortable, Single-Layered face foam soaks up sweat
- Frame: Constructed out of flexible yet durable urethane featuring combined matte & gloss finish.
- Lens: Anti-fog, scratch resistant polycarbonate lens for unimpaired vision.
- Strap: 35mm silicon coated strap holds your goggles in place","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=604ff159-9d56-49d6-bd4e-eddcb23ff6f8,https://fs.amplifi.io//file?id=604ff159-9d56-49d6-bd4e-eddcb23ff6f8&variant=thumb&extension=png,https://fs.amplifi.io//file?id=9628d377-f597-49a9-82b1-35ecbfd17be4,https://fs.amplifi.io//file?id=604ff159-9d56-49d6-bd4e-eddcb23ff6f8,,,,,,,,,
50033-00003,50033-00003,"Bike, Moto",SP23,STRATA MINI,Goggle,Goggles,Hard Goods,SP22,"SP23, FA22, SP22",Goggle System,Clear,,,Yellow,TRUE,TRUE,50033-00003,50033-00003,,,,,,,,OS,,,,,,,,17,27,CN,"44.62% Thermoplastic Polyurethane (TPU)
24.36% Polyamide Nylon
12.19% Polycarbonate (PC)
8.28% Polyester
8.12% Elastane
2.44% Polyether",The Strata Mini Goggle. Ride with the big boys without emptying your parent’s wallet. The Strata Mini packs the same great features as its full-sized big brother with a fit that’s spot on for younger riders. Complete protection with excellent field of vision for today’s mini rider.,"- Fitment: Curvature suited for comfort and specifically developed for children.
- Foam: Comfortable, Single-Layered face foam soaks up sweat
- Frame: Constructed out of flexible yet durable urethane featuring combined matte & gloss finish.
- Lens: Anti-fog, scratch resistant polycarbonate lens for unimpaired vision.
- Strap: 35mm silicon coated strap holds your goggles in place","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=7d03eab4-9539-43d2-9345-5c6008f1a0d5,https://fs.amplifi.io//file?id=7d03eab4-9539-43d2-9345-5c6008f1a0d5&variant=thumb&extension=png,https://fs.amplifi.io//file?id=7d03eab4-9539-43d2-9345-5c6008f1a0d5,https://fs.amplifi.io//file?id=20140104-ce5a-4bd4-b86a-1ab74412278e,,,,,,,,,
51000-00001,51000-00001,Snowboard,SP23,NORG,HiPER Goggle,Snow Goggles,Hard Goods,FA22,"SP23, FA22",Goggle System,Mirror,,,Black/Silver,TRUE,TRUE,51000-00001,51000-00001,,,,,,,,OS,,,,,,,,250,270,CN,"31.85% Thermoplastic Polyurethane (TPU)
14.46% PC/ABS
14.46% Polyamide Nylon
9.39% Polycarbonate (PC)
9.39% Cellulose Propionate (CP)
7.46% Iron
5.05% Polyester
4.82% Elastane
3.12% Polyester/Polyether/Fleece","The Norg was purpose built to meet the demands of skiers and snowboarders who shred various mountain terrain —in every condition mother nature can throw at them. The Norg is equipped with superior lens changing capabilities utilizing our Gravit8™ magnetic system. Paired with our 3DPlane™ lens technology, you’ll experience an unmatched frame-to-lens fit, with uncompromising performance.","- Gravit8™  — 8 Magnetic touch-points provide a secure fit while ensuring easy lens changing and unrivaled performance.
- 3DPlane™ Molded Lens Technology provides seamless lens-to-goggle chasis fit
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes. 
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free 
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses
- Flexible goggle frame with multi-layer face foam with moisture wicking micro-fleece, for maximum comfort, next to skin.
- OTG compatible — The goggle frame fits comfortably over Rx glasses, without compromising the fit, form, or function of the snow goggle. 
- Adjustable 50mm strap with slip resistant grippers strategically placed allows the goggle to remain secure in variable terrain and volatile environments.
- Spare lens included with magnetic protective cover, which adheres to the goggle chassis over the attached goggle — protecting both lenses at once during storage.
- Microfiber goggle bag with segmented pocket for extra lens carrying, lens cleaning, and protection off the hill.",,#N/A,#N/A,,,,,,,,,,,
51000-00002,51000-00002,Snowboard,SP23,NORG,HiPER Goggle,Snow Goggles,Hard Goods,FA22,"SP23, FA22",Goggle System,Mirror,,,Black/Red,TRUE,TRUE,51000-00002,51000-00002,,,,,,,,OS,,,,,,,,250,270,CN,"31.85% Thermoplastic Polyurethane (TPU)
14.46% PC/ABS
14.46% Polyamide Nylon
9.39% Polycarbonate (PC)
9.39% Cellulose Propionate (CP)
7.46% Iron
5.05% Polyester
4.82% Elastane
3.12% Polyester/Polyether/Fleece","The Norg was purpose built to meet the demands of skiers and snowboarders who shred various mountain terrain —in every condition mother nature can throw at them. The Norg is equipped with superior lens changing capabilities utilizing our Gravit8™ magnetic system. Paired with our 3DPlane™ lens technology, you’ll experience an unmatched frame-to-lens fit, with uncompromising performance.","- Gravit8™  — 8 Magnetic touch-points provide a secure fit while ensuring easy lens changing and unrivaled performance.
- 3DPlane™ Molded Lens Technology provides seamless lens-to-goggle chasis fit
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes. 
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free 
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses
- Flexible goggle frame with multi-layer face foam with moisture wicking micro-fleece, for maximum comfort, next to skin.
- OTG compatible — The goggle frame fits comfortably over Rx glasses, without compromising the fit, form, or function of the snow goggle. 
- Adjustable 50mm strap with slip resistant grippers strategically placed allows the goggle to remain secure in variable terrain and volatile environments.
- Spare lens included with magnetic protective cover, which adheres to the goggle chassis over the attached goggle — protecting both lenses at once during storage.
- Microfiber goggle bag with segmented pocket for extra lens carrying, lens cleaning, and protection off the hill.",,#N/A,#N/A,,,,,,,,,,,
51000-00003,51000-00003,Snowboard,SP23,NORG,HiPER Goggle,Snow Goggles,Hard Goods,FA22,"SP23, FA22",Goggle System,Mirror,,,White/Violet,TRUE,TRUE,51000-00003,51000-00003,,,,,,,,OS,,,,,,,,250,270,CN,"31.85% Thermoplastic Polyurethane (TPU)
14.46% PC/ABS
14.46% Polyamide Nylon
9.39% Polycarbonate (PC)
9.39% Cellulose Propionate (CP)
7.46% Iron
5.05% Polyester
4.82% Elastane
3.12% Polyester/Polyether/Fleece","The Norg was purpose built to meet the demands of skiers and snowboarders who shred various mountain terrain —in every condition mother nature can throw at them. The Norg is equipped with superior lens changing capabilities utilizing our Gravit8™ magnetic system. Paired with our 3DPlane™ lens technology, you’ll experience an unmatched frame-to-lens fit, with uncompromising performance.","- Gravit8™  — 8 Magnetic touch-points provide a secure fit while ensuring easy lens changing and unrivaled performance.
- 3DPlane™ Molded Lens Technology provides seamless lens-to-goggle chasis fit
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes. 
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free 
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses
- Flexible goggle frame with multi-layer face foam with moisture wicking micro-fleece, for maximum comfort, next to skin.
- OTG compatible — The goggle frame fits comfortably over Rx glasses, without compromising the fit, form, or function of the snow goggle. 
- Adjustable 50mm strap with slip resistant grippers strategically placed allows the goggle to remain secure in variable terrain and volatile environments.
- Spare lens included with magnetic protective cover, which adheres to the goggle chassis over the attached goggle — protecting both lenses at once during storage.
- Microfiber goggle bag with segmented pocket for extra lens carrying, lens cleaning, and protection off the hill.",,#N/A,#N/A,,,,,,,,,,,
51000-00004,51000-00004,Snowboard,SP23,NORG,HiPER Goggle,Snow Goggles,Hard Goods,FA22,"SP23, FA22",Goggle System,Mirror,,,White/Green,TRUE,TRUE,51000-00004,51000-00004,,,,,,,,OS,,,,,,,,250,270,CN,"31.85% Thermoplastic Polyurethane (TPU)
14.46% PC/ABS
14.46% Polyamide Nylon
9.39% Polycarbonate (PC)
9.39% Cellulose Propionate (CP)
7.46% Iron
5.05% Polyester
4.82% Elastane
3.12% Polyester/Polyether/Fleece","The Norg was purpose built to meet the demands of skiers and snowboarders who shred various mountain terrain —in every condition mother nature can throw at them. The Norg is equipped with superior lens changing capabilities utilizing our Gravit8™ magnetic system. Paired with our 3DPlane™ lens technology, you’ll experience an unmatched frame-to-lens fit, with uncompromising performance.","- Gravit8™  — 8 Magnetic touch-points provide a secure fit while ensuring easy lens changing and unrivaled performance.
- 3DPlane™ Molded Lens Technology provides seamless lens-to-goggle chasis fit
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes. 
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free 
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses
- Flexible goggle frame with multi-layer face foam with moisture wicking micro-fleece, for maximum comfort, next to skin.
- OTG compatible — The goggle frame fits comfortably over Rx glasses, without compromising the fit, form, or function of the snow goggle. 
- Adjustable 50mm strap with slip resistant grippers strategically placed allows the goggle to remain secure in variable terrain and volatile environments.
- Spare lens included with magnetic protective cover, which adheres to the goggle chassis over the attached goggle — protecting both lenses at once during storage.
- Microfiber goggle bag with segmented pocket for extra lens carrying, lens cleaning, and protection off the hill.",,#N/A,#N/A,,,,,,,,,,,
51000-00006,51000-00006,Snowboard,SP23,NORG,HiPER Goggle,Snow Goggles,Hard Goods,FA22,"SP23, FA22",Goggle System,Mirror,,,Badlands,TRUE,FALSE,51000-00006,51000-00006,,,,,,,,OS,,,,,,,,250,270,CN,"31.85% Thermoplastic Polyurethane (TPU)
14.46% PC/ABS
14.46% Polyamide Nylon
9.39% Polycarbonate (PC)
9.39% Cellulose Propionate (CP)
7.46% Iron
5.05% Polyester
4.82% Elastane
3.12% Polyester/Polyether/Fleece","The Norg was purpose built to meet the demands of skiers and snowboarders who shred various mountain terrain —in every condition mother nature can throw at them. The Norg is equipped with superior lens changing capabilities utilizing our Gravit8™ magnetic system. Paired with our 3DPlane™ lens technology, you’ll experience an unmatched frame-to-lens fit, with uncompromising performance.","- Gravit8™  — 8 Magnetic touch-points provide a secure fit while ensuring easy lens changing and unrivaled performance.
- 3DPlane™ Molded Lens Technology provides seamless lens-to-goggle chasis fit
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes. 
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free 
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses
- Flexible goggle frame with multi-layer face foam with moisture wicking micro-fleece, for maximum comfort, next to skin.
- OTG compatible — The goggle frame fits comfortably over Rx glasses, without compromising the fit, form, or function of the snow goggle. 
- Adjustable 50mm strap with slip resistant grippers strategically placed allows the goggle to remain secure in variable terrain and volatile environments.
- Spare lens included with magnetic protective cover, which adheres to the goggle chassis over the attached goggle — protecting both lenses at once during storage.
- Microfiber goggle bag with segmented pocket for extra lens carrying, lens cleaning, and protection off the hill.",,#N/A,#N/A,,,,,,,,,,,
51000-00007,51000-00007,Snowboard,SP23,NORG,HiPER Goggle,Snow Goggles,Hard Goods,FA22,"SP23, FA22",Goggle System,Mirror,,,Bison,TRUE,FALSE,51000-00007,51000-00007,,,,,,,,OS,,,,,,,,250,270,CN,"31.85% Thermoplastic Polyurethane (TPU)
14.46% PC/ABS
14.46% Polyamide Nylon
9.39% Polycarbonate (PC)
9.39% Cellulose Propionate (CP)
7.46% Iron
5.05% Polyester
4.82% Elastane
3.12% Polyester/Polyether/Fleece","The Norg was purpose built to meet the demands of skiers and snowboarders who shred various mountain terrain —in every condition mother nature can throw at them. The Norg is equipped with superior lens changing capabilities utilizing our Gravit8™ magnetic system. Paired with our 3DPlane™ lens technology, you’ll experience an unmatched frame-to-lens fit, with uncompromising performance.","- Gravit8™  — 8 Magnetic touch-points provide a secure fit while ensuring easy lens changing and unrivaled performance.
- 3DPlane™ Molded Lens Technology provides seamless lens-to-goggle chasis fit
- UltraHD® Optical Clarity Lens Technology - maximum protection with uncompromised optics
- HiPER® Contrasting Lens Technology filters out certain color wavelengths to create more contrast
- High Altitude Lens Technology alleviates lens distortion by releasing pressure at higher altitudes. 
- Scratch and Impact Resistant Lens with hydro and oleophobic coatings keep your lens smudge, scratch, and moisture free 
- Dual Pane Anti-Fog Lens keeps your vision clear by regulating the temperature of the space between two lenses
- Flexible goggle frame with multi-layer face foam with moisture wicking micro-fleece, for maximum comfort, next to skin.
- OTG compatible — The goggle frame fits comfortably over Rx glasses, without compromising the fit, form, or function of the snow goggle. 
- Adjustable 50mm strap with slip resistant grippers strategically placed allows the goggle to remain secure in variable terrain and volatile environments.
- Spare lens included with magnetic protective cover, which adheres to the goggle chassis over the attached goggle — protecting both lenses at once during storage.
- Microfiber goggle bag with segmented pocket for extra lens carrying, lens cleaning, and protection off the hill.",,#N/A,#N/A,,,,,,,,,,,
