Hash,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,ProductDepartment,LaunchSeason,SeasonsCarried,ProductType,ProductSubtype,ProductDetails,YouthWomen,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,Size0,Size1,Size2,Size3,Size4,Size5,Size6,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,imageURL,thumbURL
60020-00005,Optical,#N/A,LEGERE SQUARE,,Sunglasses,Eyewear,SP22,"FA22,SP22",Sunglass System,Active Performance,,,Soft Tact Cool Gray - HiPER Crimson Silver Mirror Lens,#N/A,FALSE,60020-00005,60020-00005,,,,,,,,,,,,,,130,130,TW,"10% Carbon Graphene
82% Nylon 12
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Weightless. Limitless.  Developing UltraCarbon™ technology for the Hypercraft® model led to expanding the benefits of its strength and weight savings into our Active Performance range with our two new Legere models. Utilizing the same UltraCarbon™ technologies, we’ve designed the Legere® to be the new everyday favorite sunglasses for active and style-conscience athletes. The unisex silhouette of the single shield lens is enhanced by the detailed etching around the perimeter, giving it a unique look while being so lightweight it feels as if you’re wearing nothing at all. Feel Nothing. See Everything.","•Designed in California 
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•Rimless 2-base spherical shield design for an ultralight, comfortable fit
•100% proprietary UltraCarbon™ material for a durable, strong and lightweight frame
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Available with contrast-defining HiPER® lens 
•Ultra-lightweight of 17 grams offers active performance with minimal weight
•Interchangeable lenses sold separately
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=c6d76e2b-4cb2-41dc-84c8-88529463e01a,https://fs.amplifi.io//file?id=c6d76e2b-4cb2-41dc-84c8-88529463e01a&variant=thumb&extension=png
60020-00006,Optical,#N/A,LEGERE SQUARE,,Sunglasses,Eyewear,SP22,"FA22,SP22",Sunglass System,Active Performance,,,Soft Tact Army Green - Grey Green Lens,#N/A,FALSE,60020-00006,60020-00006,,,,,,,,,,,,,,110,110,TW,"10% Carbon Graphene
82% Nylon 12
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Weightless. Limitless.  Developing UltraCarbon™ technology for the Hypercraft® model led to expanding the benefits of its strength and weight savings into our Active Performance range with our two new Legere models. Utilizing the same UltraCarbon™ technologies, we’ve designed the Legere® to be the new everyday favorite sunglasses for active and style-conscience athletes. The unisex silhouette of the single shield lens is enhanced by the detailed etching around the perimeter, giving it a unique look while being so lightweight it feels as if you’re wearing nothing at all. Feel Nothing. See Everything.","•Designed in California 
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•Rimless 2-base spherical shield design for an ultralight, comfortable fit
•100% proprietary UltraCarbon™ material for a durable, strong and lightweight frame
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Available with contrast-defining HiPER® lens 
•Ultra-lightweight of 17 grams offers active performance with minimal weight
•Interchangeable lenses sold separately
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=ce35247c-ac66-468c-8c64-270766d254b7,https://fs.amplifi.io//file?id=ce35247c-ac66-468c-8c64-270766d254b7&variant=thumb&extension=png
60021-00000,Optical,#N/A,RENSHAW,,Sunglasses,Eyewear,FA21,"FA21,FA22,SP22",Sunglass System,Active Performance,,,Gloss Black - Grey Green Lens,#N/A,TRUE,60021-00000,60021-00000,,,,,,,,,,,,,,110,110,TW,"92% Nylon
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Meet the Renshaw. Featuring slightly extended sides to its B6 frame, the Blake’s stylishly “square” brother lends a solid nod to the glacier glass trend.","•Designed in California 
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with PEAKPOLAR lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=e76ff25d-31cc-4491-902f-0f85f58f13cf,https://fs.amplifi.io//file?id=e76ff25d-31cc-4491-902f-0f85f58f13cf&variant=thumb&extension=png
60021-00001,Optical,#N/A,RENSHAW,,Sunglasses,Eyewear,FA21,"FA21,FA22,SP22",Sunglass System,Active Performance,,,Matte Black - HiPER Blue Multilayer Mirror Lens,#N/A,TRUE,60021-00001,60021-00001,,,,,,,,,,,,,,130,130,TW,"92% Nylon
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Meet the Renshaw. Featuring slightly extended sides to its B6 frame, the Blake’s stylishly “square” brother lends a solid nod to the glacier glass trend.","•Designed in California 
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with PEAKPOLAR lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=25d7ec38-2a25-4d78-b333-70b3ea9cab77,https://fs.amplifi.io//file?id=25d7ec38-2a25-4d78-b333-70b3ea9cab77&variant=thumb&extension=png
60021-00002,Optical,#N/A,RENSHAW,,Sunglasses,Eyewear,FA21,"FA21,FA22,SP22",Sunglass System,Active Performance,,,Matte Black Havana - Bronze Lens,#N/A,FALSE,60021-00002,60021-00002,,,,,,,,,,,,,,110,110,TW,"92% Nylon
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Meet the Renshaw. Featuring slightly extended sides to its B6 frame, the Blake’s stylishly “square” brother lends a solid nod to the glacier glass trend.","•Designed in California 
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with PEAKPOLAR lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=6885cf6e-ed3d-4911-880d-191144adb89d,https://fs.amplifi.io//file?id=6885cf6e-ed3d-4911-880d-191144adb89d&variant=thumb&extension=png
60021-00004,Optical,#N/A,RENSHAW,,Sunglasses,Eyewear,FA21,"FA21,FA22,SP22",Sunglass System,Active Performance,,,Soft Tact Black / Havana Fade - HiPER Silver Mirror Lens,#N/A,FALSE,60021-00004,60021-00004,,,,,,,,,,,,,,130,130,TW,"92% Nylon
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Meet the Renshaw. Featuring slightly extended sides to its B6 frame, the Blake’s stylishly “square” brother lends a solid nod to the glacier glass trend.","•Designed in California 
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with PEAKPOLAR lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=4171477c-fdfb-4274-848e-c30f01ebaceb,https://fs.amplifi.io//file?id=4171477c-fdfb-4274-848e-c30f01ebaceb&variant=thumb&extension=png
60021-00005,Optical,#N/A,RENSHAW,,Sunglasses,Eyewear,FA21,"FA21,FA22,SP22",Sunglass System,Active Performance,,,Polished Crystal Haze - HiPER Silver Mirror Lens,#N/A,FALSE,60021-00005,60021-00005,,,,,,,,,,,,,,130,130,TW,"92% Nylon
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Meet the Renshaw. Featuring slightly extended sides to its B6 frame, the Blake’s stylishly “square” brother lends a solid nod to the glacier glass trend.","•Designed in California 
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with PEAKPOLAR lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=be9a723d-0da7-4854-97c3-e073bbff2632,https://fs.amplifi.io//file?id=be9a723d-0da7-4854-97c3-e073bbff2632&variant=thumb&extension=png
60021-00009,Optical,#N/A,RENSHAW,,Sunglasses,Eyewear,SP22,"FA22,SP22",Sunglass System,Active Performance,,,Soft Tact Army Green - Black Mirror Lens,#N/A,FALSE,60021-00009,60021-00009,,,,,,,,,,,,,,120,120,TW,"92% Nylon
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Meet the Renshaw. Featuring slightly extended sides to its B6 frame, the Blake’s stylishly “square” brother lends a solid nod to the glacier glass trend.","•Designed in California 
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with PEAKPOLAR lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=c24418f9-41ea-4aaa-9d10-cf7f37864041,https://fs.amplifi.io//file?id=c24418f9-41ea-4aaa-9d10-cf7f37864041&variant=thumb&extension=png
60025-00001,Optical,#N/A,CENTRIC,,Sunglasses,Eyewear,FA21,"FA21,FA22,SP22",Sunglass System,Active Performance,,,Soft Tact Crystal Black - HiPER Red Multilayer Mirror Lens,#N/A,TRUE,60025-00001,60025-00001,,,,,,,,,,,,,,130,130,TW,"92% Nylon 12
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Whether your days are spent on the road, dirt or water, the Centric —  with its unique angular styling —  is the perfect addition to your kit. Featuring our 100% lens technology for uncompromising vision, the Centric is a progressive frame designed to meet your style and performance needs in any situation.","•Designed in California
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with contrast-defining HiPER lens and PEAKPOLAR lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=cde15e08-5c1b-4fb2-8384-6245352a02ac,https://fs.amplifi.io//file?id=cde15e08-5c1b-4fb2-8384-6245352a02ac&variant=thumb&extension=png
60025-00002,Optical,#N/A,CENTRIC,,Sunglasses,Eyewear,FA21,"FA21,FA22,SP22",Sunglass System,Active Performance,,,Matte Black - Smoke Lens,#N/A,TRUE,60025-00002,60025-00002,,,,,,,,,,,,,,110,110,TW,"92% Nylon 12
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Whether your days are spent on the road, dirt or water, the Centric —  with its unique angular styling —  is the perfect addition to your kit. Featuring our 100% lens technology for uncompromising vision, the Centric is a progressive frame designed to meet your style and performance needs in any situation.","•Designed in California
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with contrast-defining HiPER lens and PEAKPOLAR lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=1ff380e6-d1e6-468e-ab17-5d55d0b4e83a,https://fs.amplifi.io//file?id=1ff380e6-d1e6-468e-ab17-5d55d0b4e83a&variant=thumb&extension=png
60025-00003,Optical,#N/A,CENTRIC,,Sunglasses,Eyewear,FA21,"FA21,FA22,SP22",Sunglass System,Active Performance,,,Soft Tact Havana - Bronze PEAKPOLAR Lens,#N/A,TRUE,60025-00003,60025-00003,,,,,,,,,,,,,,150,150,TW,"92% Nylon 12
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Whether your days are spent on the road, dirt or water, the Centric —  with its unique angular styling —  is the perfect addition to your kit. Featuring our 100% lens technology for uncompromising vision, the Centric is a progressive frame designed to meet your style and performance needs in any situation.","•Designed in California
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with contrast-defining HiPER lens and PEAKPOLAR lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=e02d2b1e-48f9-4507-a899-7b230f5eb24c,https://fs.amplifi.io//file?id=e02d2b1e-48f9-4507-a899-7b230f5eb24c&variant=thumb&extension=png
60025-00004,Optical,#N/A,CENTRIC,,Sunglasses,Eyewear,FA21,"FA21,FA22,SP22",Sunglass System,Active Performance,,,Soft Tact Black - Grey PEAKPOLAR Lens,#N/A,TRUE,60025-00004,60025-00004,,,,,,,,,,,,,,150,150,TW,"92% Nylon 12
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Whether your days are spent on the road, dirt or water, the Centric —  with its unique angular styling —  is the perfect addition to your kit. Featuring our 100% lens technology for uncompromising vision, the Centric is a progressive frame designed to meet your style and performance needs in any situation.","•Designed in California
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with contrast-defining HiPER lens and PEAKPOLAR lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=50f2a12e-8b4b-47a7-bd99-c5aa232e03e2,https://fs.amplifi.io//file?id=50f2a12e-8b4b-47a7-bd99-c5aa232e03e2&variant=thumb&extension=png
60025-00005,Optical,#N/A,CENTRIC,,Sunglasses,Eyewear,FA21,"FA21,FA22,SP22",Sunglass System,Active Performance,,,Matte Black Havana - Bronze Lens,#N/A,FALSE,60025-00005,60025-00005,,,,,,,,,,,,,,110,110,TW,"92% Nylon 12
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Whether your days are spent on the road, dirt or water, the Centric —  with its unique angular styling —  is the perfect addition to your kit. Featuring our 100% lens technology for uncompromising vision, the Centric is a progressive frame designed to meet your style and performance needs in any situation.","•Designed in California
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with contrast-defining HiPER lens and PEAKPOLAR lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=f3b8884c-f411-4578-a1d3-e23813402725,https://fs.amplifi.io//file?id=f3b8884c-f411-4578-a1d3-e23813402725&variant=thumb&extension=png
60025-00006,Optical,#N/A,CENTRIC,,Sunglasses,Eyewear,FA21,"FA21,FA22,SP22",Sunglass System,Active Performance,,,Polished Crystal Haze - HiPER Blue Multilayer Mirror Lens,#N/A,FALSE,60025-00006,60025-00006,,,,,,,,,,,,,,130,130,TW,"92% Nylon 12
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Whether your days are spent on the road, dirt or water, the Centric —  with its unique angular styling —  is the perfect addition to your kit. Featuring our 100% lens technology for uncompromising vision, the Centric is a progressive frame designed to meet your style and performance needs in any situation.","•Designed in California
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with contrast-defining HiPER lens and PEAKPOLAR lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=17a44ac8-13cb-4cf6-824e-bcd1ab0bb2a1,https://fs.amplifi.io//file?id=17a44ac8-13cb-4cf6-824e-bcd1ab0bb2a1&variant=thumb&extension=png
60025-00007,Optical,#N/A,CENTRIC,,Sunglasses,Eyewear,SP22,"FA22,SP22",Sunglass System,Active Performance,,,Soft Tact Army Green - Black Mirror Lens,#N/A,FALSE,60025-00007,60025-00007,,,,,,,,,,,,,,120,120,TW,"92% Nylon 12
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Whether your days are spent on the road, dirt or water, the Centric —  with its unique angular styling —  is the perfect addition to your kit. Featuring our 100% lens technology for uncompromising vision, the Centric is a progressive frame designed to meet your style and performance needs in any situation.","•Designed in California
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with contrast-defining HiPER lens and PEAKPOLAR lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=02a6fbfe-f645-42b8-8f6d-1008fb3dd3cb,https://fs.amplifi.io//file?id=02a6fbfe-f645-42b8-8f6d-1008fb3dd3cb&variant=thumb&extension=png
60027-00001,Optical,#N/A,HUDSON,,Sunglasses,Eyewear,FA21,"FA21,FA22,SP22",Sunglass System,Active Performance,,,Matte Black - HiPER Blue Multilayer Mirror Lens,#N/A,TRUE,60027-00001,60027-00001,,,,,,,,,,,,,,130,130,TW,"92% Nylon 12
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","The Hudson evokes classic lines and styling with our groundbreaking lens technology. Dynamic protection and contrast with comfort that never sleeps, you can wear Hudson all day long. Together with its easy to wear six base frame construction and uncompromising vision, the Hudson delivers a lasting impact.","•Designed in California
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with contrast-defining HiPER lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=67c46b56-8c54-4c10-af4e-6bf143d0e0b8,https://fs.amplifi.io//file?id=67c46b56-8c54-4c10-af4e-6bf143d0e0b8&variant=thumb&extension=png
60027-00002,Optical,#N/A,HUDSON,,Sunglasses,Eyewear,FA21,"FA21,FA22,SP22",Sunglass System,Active Performance,,,Soft Tact Havana - Bronze Lens,#N/A,TRUE,60027-00002,60027-00002,,,,,,,,,,,,,,110,110,TW,"92% Nylon 12
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","The Hudson evokes classic lines and styling with our groundbreaking lens technology. Dynamic protection and contrast with comfort that never sleeps, you can wear Hudson all day long. Together with its easy to wear six base frame construction and uncompromising vision, the Hudson delivers a lasting impact.","•Designed in California
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with contrast-defining HiPER lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=a2477ac7-2203-4fd6-b4fe-a970eb2cd2c4,https://fs.amplifi.io//file?id=a2477ac7-2203-4fd6-b4fe-a970eb2cd2c4&variant=thumb&extension=png
60027-00003,Optical,#N/A,HUDSON,,Sunglasses,Eyewear,FA21,"FA21,FA22,SP22",Sunglass System,Active Performance,,,Soft Tact Black - Smoke Lens,#N/A,TRUE,60027-00003,60027-00003,,,,,,,,,,,,,,110,110,TW,"92% Nylon 12
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","The Hudson evokes classic lines and styling with our groundbreaking lens technology. Dynamic protection and contrast with comfort that never sleeps, you can wear Hudson all day long. Together with its easy to wear six base frame construction and uncompromising vision, the Hudson delivers a lasting impact.","•Designed in California
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with contrast-defining HiPER lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=1f9d9a8a-8513-4672-a223-74105278e02b,https://fs.amplifi.io//file?id=1f9d9a8a-8513-4672-a223-74105278e02b&variant=thumb&extension=png
60027-00004,Optical,#N/A,HUDSON,,Sunglasses,Eyewear,FA21,"FA21,FA22,SP22",Sunglass System,Active Performance,,,Matte Black Havana - Bronze Lens,#N/A,FALSE,60027-00004,60027-00004,,,,,,,,,,,,,,110,110,TW,"92% Nylon 12
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","The Hudson evokes classic lines and styling with our groundbreaking lens technology. Dynamic protection and contrast with comfort that never sleeps, you can wear Hudson all day long. Together with its easy to wear six base frame construction and uncompromising vision, the Hudson delivers a lasting impact.","•Designed in California
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with contrast-defining HiPER lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=99ee262d-59fb-4421-87d5-a2af8b1a8ca1,https://fs.amplifi.io//file?id=99ee262d-59fb-4421-87d5-a2af8b1a8ca1&variant=thumb&extension=png
60027-00005,Optical,#N/A,HUDSON,,Sunglasses,Eyewear,FA21,"FA21,FA22,SP22",Sunglass System,Active Performance,,,Soft Tact Fade Black / White - Black Mirror Lens,#N/A,FALSE,60027-00005,60027-00005,,,,,,,,,,,,,,120,120,TW,"92% Nylon 12
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","The Hudson evokes classic lines and styling with our groundbreaking lens technology. Dynamic protection and contrast with comfort that never sleeps, you can wear Hudson all day long. Together with its easy to wear six base frame construction and uncompromising vision, the Hudson delivers a lasting impact.","•Designed in California
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with contrast-defining HiPER lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=7df5ea8b-2c5e-425e-adf9-c6e904c90e2e,https://fs.amplifi.io//file?id=7df5ea8b-2c5e-425e-adf9-c6e904c90e2e&variant=thumb&extension=png
60027-00006,Optical,#N/A,HUDSON,,Sunglasses,Eyewear,SP22,"FA22,SP22",Sunglass System,Active Performance,,,Polished Crystal Haze - Black Mirror Lens,#N/A,FALSE,60027-00006,60027-00006,,,,,,,,,,,,,,120,120,TW,"92% Nylon 12
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","The Hudson evokes classic lines and styling with our groundbreaking lens technology. Dynamic protection and contrast with comfort that never sleeps, you can wear Hudson all day long. Together with its easy to wear six base frame construction and uncompromising vision, the Hudson delivers a lasting impact.","•Designed in California
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with contrast-defining HiPER lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=1fa8c9a0-9451-4c72-b63c-9aa34325e723,https://fs.amplifi.io//file?id=1fa8c9a0-9451-4c72-b63c-9aa34325e723&variant=thumb&extension=png
60027-00007,Optical,#N/A,HUDSON,,Sunglasses,Eyewear,SP22,"FA22,SP22",Sunglass System,Active Performance,,,Polished Translucent Lavender - HiPER Silver Mirror Lens,#N/A,FALSE,60027-00007,60027-00007,,,,,,,,,,,,,,130,130,TW,"92% Nylon 12
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","The Hudson evokes classic lines and styling with our groundbreaking lens technology. Dynamic protection and contrast with comfort that never sleeps, you can wear Hudson all day long. Together with its easy to wear six base frame construction and uncompromising vision, the Hudson delivers a lasting impact.","•Designed in California
•Superior optics with Ultra HD lenses made from crack and chemical resistant nylon 
•6 base frame design for a sleek, comfortable fit
•100% UV protection (UV400)
•Scratch resistant lens coating of the highest quality
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit
•Also available with contrast-defining HiPER lens 
•Frame is prescription ready
•Comes with a microfibre cleaning bag",https://fs.amplifi.io//file?id=20692437-c59c-4a05-b270-d2e362fa6753,https://fs.amplifi.io//file?id=20692437-c59c-4a05-b270-d2e362fa6753&variant=thumb&extension=png
